Season,Name,Team,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA-,FIP-,xFIP-,ERA,FIP,E-F,xFIP,SIERA,playerid
1992,Randy Johnson,Mariners,10.31,6.16,1.67,0.56,26.10%,15.60%,10.50%,0.203,1.42,0.279,71.20%,95,91,,3.77,3.61,0.16,,,60
1992,Mike Morgan,Cubs,4.61,2.96,1.56,0.52,12.70%,8.20%,4.60%,0.23,1.17,0.253,77.20%,71,98,,2.55,3.54,-0.99,,,67
1992,Curt Schilling,Phillies,5.85,2.35,2.49,0.44,16.40%,6.60%,9.80%,0.198,0.99,0.227,75.40%,67,84,,2.35,2.91,-0.57,,,73
1992,Todd Stottlemyre,Blue Jays,5.07,3.26,1.56,1.03,13.00%,8.30%,4.60%,0.257,1.37,0.275,67.70%,112,109,,4.5,4.41,0.09,,,75
1992,Greg Swindell,Reds,5.81,1.73,3.37,0.59,15.90%,4.70%,11.20%,0.255,1.17,0.292,77.60%,76,80,,2.7,2.95,-0.25,,,76
1992,Tom Glavine,Braves,5.16,2.8,1.84,0.24,14.00%,7.60%,6.40%,0.233,1.19,0.268,72.10%,77,82,,2.76,2.94,-0.18,,,90
1992,Greg Maddux,Cubs,6.68,2.35,2.84,0.24,18.80%,6.60%,12.20%,0.206,1.01,0.252,78.90%,61,71,,2.18,2.58,-0.4,,,104
1992,John Smoltz,Braves,7.84,2.92,2.69,0.62,21.10%,7.80%,13.20%,0.22,1.16,0.268,75.20%,79,83,,2.85,2.97,-0.12,,,115
1992,Scott Erickson,Twins,4.29,3.52,1.22,0.76,11.40%,9.40%,2.00%,0.247,1.32,0.264,76.90%,84,108,,3.4,4.22,-0.83,,,137
1992,John Burkett,Giants,5.08,2.14,2.38,0.62,13.40%,5.60%,7.80%,0.259,1.26,0.287,65.40%,113,95,,3.84,3.32,0.52,,,179
1992,Frank Castillo,Cubs,5.92,2.76,2.14,0.83,15.80%,7.40%,8.40%,0.227,1.18,0.253,70.90%,96,102,,3.46,3.68,-0.22,,,180
1992,Donovan Osborne,Cardinals,5.23,1.91,2.74,0.7,13.80%,5.00%,8.80%,0.27,1.29,0.3,66.50%,109,95,,3.77,3.31,0.46,,,299
1992,Jose Rijo,Reds,7.29,1.88,3.89,0.64,20.50%,5.30%,15.20%,0.234,1.09,0.282,78.20%,72,75,,2.56,2.75,-0.2,,,349
1992,Chuck Finley,Angels,5.46,4.32,1.27,1.06,14.00%,11.10%,2.90%,0.27,1.52,0.296,76.60%,99,114,,3.96,4.58,-0.62,,,384
1992,Charles Nagy,Indians,6.04,2.04,2.96,0.39,16.60%,5.60%,11.00%,0.255,1.2,0.3,73.80%,75,69,,2.96,2.71,0.25,,,397
1992,Kevin Brown,Rangers,5.86,2.57,2.28,0.37,15.60%,6.90%,8.80%,0.256,1.27,0.3,69.50%,85,77,,3.32,2.99,0.33,,,642
1992,Terry Mulholland,Phillies,4.91,1.81,2.72,0.55,13.30%,4.90%,8.40%,0.256,1.19,0.284,68.30%,109,90,,3.81,3.13,0.68,,,665
1992,Roger Clemens,Red Sox,7.59,2.26,3.35,0.4,21.00%,6.30%,14.80%,0.221,1.07,0.275,75.00%,58,64,,2.41,2.54,-0.13,,,815
1992,Mike Mussina,Orioles,4.85,1.79,2.71,0.6,13.60%,5.00%,8.60%,0.234,1.08,0.258,80.10%,64,80,,2.54,3.19,-0.65,,,837
1992,Rheal Cormier,Cardinals,5.66,1.6,3.55,0.73,15.20%,4.30%,10.90%,0.264,1.22,0.297,70.60%,106,91,,3.68,3.19,0.49,,,952
1992,Andy Benes,Padres,6.57,2.37,2.77,0.54,17.60%,6.40%,11.20%,0.257,1.26,0.303,74.50%,94,82,,3.35,2.96,0.38,,,1144
1992,David Cone,- - -,9.41,4,2.35,0.54,24.70%,10.50%,14.20%,0.216,1.25,0.284,76.90%,79,82,,2.81,2.95,-0.14,,,1680
1992,Steve Avery,Braves,4.97,2.73,1.82,0.54,13.30%,7.30%,6.00%,0.241,1.23,0.268,71.80%,89,94,,3.2,3.37,-0.17,,,1706
1992,Jim Abbott,Angels,5.55,2.9,1.91,0.51,14.90%,7.80%,7.10%,0.259,1.31,0.297,78.70%,69,82,,2.77,3.31,-0.54,,,1000012
1992,Jack Armstrong,Indians,6.16,3.62,1.7,1.24,15.50%,9.10%,6.40%,0.265,1.46,0.29,68.30%,118,114,,4.64,4.47,0.17,,,1000313
1992,Tim Belcher,Reds,5.89,3.16,1.86,0.67,15.70%,8.40%,7.30%,0.232,1.23,0.263,69.20%,110,96,,3.91,3.54,0.37,,,1000789
1992,Bud Black,Giants,4.17,3,1.39,1.17,11.00%,7.90%,3.10%,0.258,1.34,0.265,72.90%,117,130,,3.97,4.56,-0.6,,,1001007
1992,Ricky Bones,Brewers,3.58,2.64,1.35,1.49,9.20%,6.80%,2.40%,0.261,1.33,0.255,72.30%,117,133,,4.57,5.18,-0.61,,,1001161
1992,Chris Bosio,Brewers,4.67,1.71,2.73,0.82,12.80%,4.70%,8.10%,0.251,1.15,0.27,70.80%,92,91,,3.62,3.55,0.07,,,1001212
1992,Tom Candiotti,Dodgers,6.72,2.78,2.41,0.57,18.10%,7.50%,10.60%,0.229,1.18,0.27,73.40%,89,89,,3,3.09,-0.09,,,1001911
1992,Ron Darling,Athletics,4.32,3.14,1.38,0.65,11.40%,8.30%,3.10%,0.251,1.31,0.271,69.60%,99,100,,3.66,3.87,-0.21,,,1002989
1992,Doug Drabek,Pirates,6.21,1.89,3.28,0.6,17.30%,5.30%,12.10%,0.227,1.06,0.262,76.30%,80,86,,2.77,2.97,-0.2,,,1003473
1992,Alex Fernandez,White Sox,4.56,2.4,1.9,1.01,11.80%,6.20%,5.60%,0.267,1.33,0.283,69.00%,111,106,,4.27,4.15,0.12,,,1003993
1992,Sid Fernandez,Mets,8.09,2.81,2.88,0.5,22.30%,7.80%,14.60%,0.204,1.07,0.255,76.80%,78,77,,2.73,2.7,0.02,,,1004001
1992,Dave Fleming,Mariners,4.41,2.36,1.87,0.51,11.80%,6.30%,5.50%,0.255,1.25,0.28,71.60%,86,86,,3.39,3.38,0.01,,,1004145
1992,Mark Gardner,Expos,6.61,3.01,2.2,0.75,17.00%,7.70%,9.30%,0.252,1.33,0.292,69.20%,126,103,,4.36,3.55,0.81,,,1004529
1992,Dwight Gooden,Mets,6.33,3.06,2.07,0.48,16.80%,8.10%,8.70%,0.249,1.3,0.293,69.50%,105,90,,3.67,3.13,0.54,,,1004852
1992,Kevin Gross,Dodgers,6.95,3.39,2.05,0.48,18.50%,9.00%,9.50%,0.235,1.27,0.282,73.00%,94,90,,3.17,3.11,0.06,,,1005088
1992,Bill Gullickson,Tigers,2.6,2.03,1.28,1.42,7.00%,5.40%,1.50%,0.262,1.25,0.251,73.80%,109,122,,4.34,4.94,-0.59,,,1005136
1992,Jose Guzman,Rangers,7.19,2.93,2.45,0.68,18.90%,7.70%,11.20%,0.263,1.35,0.315,71.90%,94,82,,3.66,3.2,0.45,,,1005160
1992,Juan Guzman,Blue Jays,8.22,3.59,2.29,0.3,22.50%,9.80%,12.70%,0.205,1.15,0.264,76.20%,66,64,,2.64,2.6,0.04,,,1005162
1992,Erik Hanson,Mariners,5.4,2.75,1.96,0.68,13.80%,7.10%,6.80%,0.281,1.43,0.315,64.30%,122,91,,4.82,3.59,1.23,,,1005333
1992,Pete Harnisch,Astros,7.14,2.79,2.56,0.78,19.10%,7.50%,11.60%,0.23,1.19,0.27,70.40%,110,99,,3.7,3.33,0.37,,,1005374
1992,Butch Henry,Astros,5.22,2.23,2.34,0.87,13.50%,5.80%,7.80%,0.277,1.36,0.304,71.40%,119,109,,4.02,3.64,0.38,,,1005667
1992,Orel Hershiser,Dodgers,5.55,2.95,1.88,0.64,14.30%,7.60%,6.70%,0.251,1.32,0.282,69.80%,109,103,,3.67,3.57,0.1,,,1005741
1992,Greg Hibbard,White Sox,3.53,2.91,1.21,0.87,9.10%,7.60%,1.60%,0.271,1.39,0.281,70.00%,114,111,,4.4,4.35,0.05,,,1005764
1992,Ken Hill,Expos,6.19,3.1,2,0.54,16.50%,8.30%,8.30%,0.225,1.2,0.261,76.60%,78,94,,2.68,3.26,-0.57,,,1005827
1992,Charlie Hough,White Sox,3.88,3.37,1.15,0.97,10.10%,8.80%,1.30%,0.236,1.28,0.242,70.30%,102,117,,3.93,4.56,-0.63,,,1006050
1992,Bruce Hurst,Padres,5.42,2.11,2.57,0.91,14.50%,5.70%,8.90%,0.262,1.26,0.288,73.20%,108,100,,3.85,3.6,0.25,,,1006222
1992,Danny Jackson,- - -,4.34,3.44,1.26,0.27,11.00%,8.70%,2.30%,0.263,1.43,0.293,68.10%,108,96,,3.84,3.41,0.43,,,1006295
1992,Scott Kamieniecki,Yankees,4.21,3.54,1.19,0.62,11.00%,9.20%,1.70%,0.266,1.42,0.288,67.80%,113,101,,4.36,4.01,0.35,,,1006681
1992,Jimmy Key,Blue Jays,4.86,2.45,1.98,1,13.00%,6.60%,6.40%,0.245,1.22,0.26,76.80%,88,99,,3.53,4.02,-0.48,,,1006885
1992,Bill Krueger,- - -,4.99,2.67,1.87,0.91,12.90%,6.90%,6.00%,0.267,1.35,0.289,68.40%,114,101,,4.53,3.94,0.59,,,1007175
1992,Mark Langston,Angels,6.84,2.91,2.35,0.55,18.50%,7.90%,10.60%,0.239,1.22,0.285,68.70%,91,77,,3.66,3.11,0.55,,,1007323
1992,Craig Lefferts,- - -,4.77,1.88,2.54,0.87,12.70%,5.00%,7.70%,0.275,1.3,0.297,70.10%,104,99,,3.76,3.61,0.15,,,1007476
1992,Charlie Leibrandt,Braves,4.85,1.96,2.48,0.42,13.00%,5.30%,7.80%,0.254,1.21,0.285,71.00%,93,85,,3.36,3.04,0.32,,,1007492
1992,Dennis Martinez,Expos,5.85,2.39,2.45,0.48,16.30%,6.70%,9.70%,0.207,1.03,0.238,74.00%,71,90,,2.47,3.09,-0.62,,,1008161
1992,Kirk McCaskill,White Sox,4.69,4.09,1.15,0.47,12.00%,10.40%,1.50%,0.238,1.38,0.264,63.90%,109,99,,4.18,3.87,0.3,,,1008382
1992,Ben McDonald,Orioles,6.26,2.93,2.14,1.27,16.50%,7.70%,8.80%,0.243,1.26,0.264,72.90%,107,108,,4.24,4.32,-0.08,,,1008454
1992,Jack McDowell,White Sox,6.15,2.59,2.37,0.73,16.50%,7.00%,9.60%,0.248,1.24,0.283,78.10%,83,87,,3.18,3.41,-0.23,,,1008473
1992,Mike Moore,Athletics,4.72,4.16,1.14,0.81,11.90%,10.50%,1.40%,0.263,1.49,0.285,72.80%,111,114,,4.12,4.39,-0.28,,,1009122
1992,Jack Morris,Blue Jays,4.94,2.99,1.65,0.67,13.10%,8.00%,5.20%,0.243,1.25,0.267,69.00%,101,94,,4.04,3.78,0.26,,,1009211
1992,Chris Nabholz,Expos,6,3.42,1.76,0.51,16.00%,9.10%,6.90%,0.24,1.28,0.279,73.00%,96,99,,3.32,3.4,-0.08,,,1009431
1992,Jaime Navarro,Brewers,3.66,2.34,1.56,0.51,10.00%,6.40%,3.60%,0.24,1.17,0.256,71.40%,85,91,,3.33,3.56,-0.23,,,1009465
1992,Bob Ojeda,Dodgers,5.09,4.38,1.16,0.43,12.90%,11.10%,1.80%,0.26,1.5,0.294,71.30%,107,109,,3.63,3.76,-0.13,,,1009756
1992,Omar Olivares,Cardinals,5.66,2.88,1.97,0.91,15.20%,7.70%,7.50%,0.252,1.28,0.278,75.40%,111,110,,3.84,3.86,-0.03,,,1009771
1992,Melido Perez,Yankees,7.92,3.38,2.34,0.58,21.50%,9.20%,12.30%,0.232,1.23,0.288,75.10%,74,77,,2.87,3.05,-0.18,,,1010183
1992,Scott Sanderson,Yankees,4.84,2.98,1.63,1.3,12.20%,7.50%,4.70%,0.281,1.47,0.295,69.10%,128,117,,4.93,4.65,0.29,,,1011422
1992,John Smiley,Twins,6.09,2.43,2.51,0.63,16.80%,6.70%,10.10%,0.228,1.12,0.261,72.60%,79,82,,3.21,3.23,-0.02,,,1012084
1992,Dave Stewart,Athletics,5.87,3.57,1.65,1.13,15.50%,9.40%,6.10%,0.233,1.27,0.252,73.10%,99,114,,3.66,4.42,-0.76,,,1012519
1992,Rick Sutcliffe,Orioles,4.13,2.81,1.47,0.76,10.70%,7.30%,3.40%,0.268,1.37,0.286,68.80%,113,100,,4.47,3.98,0.49,,,1012734
1992,Bill Swift,Giants,4.21,2.35,1.79,0.33,11.80%,6.60%,5.20%,0.236,1.14,0.262,82.10%,61,90,,2.08,3.16,-1.08,,,1012788
1992,Frank Tanana,Tigers,4.39,4.34,1.01,1.06,11.10%,11.00%,0.10%,0.261,1.49,0.273,72.00%,110,121,,4.39,4.9,-0.51,,,1012818
1992,Kevin Tapani,Twins,5.65,1.96,2.88,0.7,15.20%,5.30%,9.90%,0.263,1.25,0.297,69.00%,98,83,,3.97,3.26,0.71,,,1012824
1992,Bob Tewksbury,Cardinals,3.52,0.77,4.55,0.58,10.00%,2.20%,7.80%,0.243,1.02,0.257,80.80%,62,90,,2.16,3.14,-0.97,,,1012941
1992,Randy Tomlin,Pirates,3.88,1.81,2.14,0.47,10.40%,4.90%,5.50%,0.276,1.28,0.299,73.00%,98,95,,3.41,3.28,0.13,,,1013111
1992,Julio Valera,Angels,5.41,3.06,1.77,0.72,14.30%,8.10%,6.20%,0.259,1.34,0.289,73.80%,93,91,,3.73,3.67,0.06,,,1013331
1992,Frank Viola,Red Sox,4.58,3.37,1.36,0.49,12.10%,8.90%,3.20%,0.237,1.27,0.261,72.30%,83,93,,3.44,3.69,-0.25,,,1013435
1992,Bill Wegman,Brewers,4.37,1.89,2.31,0.96,11.80%,5.10%,6.70%,0.247,1.17,0.259,76.50%,82,101,,3.2,3.94,-0.74,,,1013727
1992,Bobby Witt,- - -,5.83,5.32,1.1,0.75,14.70%,13.40%,1.30%,0.25,1.54,0.283,72.30%,111,112,,4.29,4.37,-0.08,,,1014170
1993,Kevin Appier,Royals,7.01,3.05,2.3,0.3,19.50%,8.50%,11.00%,0.21,1.11,0.258,75.30%,58,68,,2.56,2.9,-0.33,,,3
1993,Randy Johnson,Mariners,10.86,3.49,3.11,0.78,29.50%,9.50%,20.00%,0.199,1.11,0.273,75.40%,74,71,,3.24,3.05,0.2,,,60
1993,Mike Morgan,Cubs,4.81,3.21,1.5,0.65,12.60%,8.40%,4.20%,0.257,1.35,0.283,70.30%,99,98,,4.03,4.03,0,,,67
1993,Armando Reynoso,Rockies,5.57,3,1.86,1.05,14.10%,7.60%,6.50%,0.272,1.42,0.297,71.60%,87,105,,4,4.41,-0.41,,,72
1993,Curt Schilling,Phillies,7.11,2.18,3.26,0.88,18.90%,5.80%,13.10%,0.254,1.24,0.296,68.90%,98,85,,4.02,3.46,0.56,,,73
1993,Todd Stottlemyre,Blue Jays,4.99,3.52,1.42,0.56,12.50%,8.80%,3.70%,0.286,1.55,0.319,64.90%,110,89,,4.84,3.91,0.93,,,75
1993,Greg Swindell,Astros,5.86,1.89,3.1,1.13,15.20%,4.90%,10.30%,0.277,1.34,0.304,71.00%,108,103,,4.16,3.97,0.19,,,76
1993,Tom Glavine,Braves,4.51,3.38,1.33,0.6,11.80%,8.90%,3.00%,0.256,1.36,0.28,77.60%,77,97,,3.2,4.01,-0.81,,,90
1993,Chris Hammond,Marlins,5.09,3.11,1.64,0.85,13.10%,8.00%,5.10%,0.273,1.43,0.299,67.50%,116,102,,4.66,4.13,0.53,,,92
1993,Greg Maddux,Braves,6.64,1.75,3.79,0.47,18.50%,4.90%,13.60%,0.227,1.05,0.269,75.50%,57,69,,2.36,2.85,-0.49,,,104
1993,John Smoltz,Braves,7.68,3.69,2.08,0.85,20.20%,9.70%,10.50%,0.226,1.26,0.268,74.50%,87,92,,3.62,3.81,-0.19,,,115
1993,Scott Erickson,Twins,4.77,2.92,1.63,0.7,11.90%,7.30%,4.60%,0.297,1.54,0.327,64.70%,117,94,,5.19,4.05,1.14,,,137
1993,Pat Hentgen,Blue Jays,5.08,3.08,1.65,1.12,13.20%,8.00%,5.20%,0.254,1.34,0.27,74.80%,88,105,,3.87,4.61,-0.74,,,145
1993,John Burkett,Giants,5.63,1.55,3.63,0.7,15.40%,4.30%,11.20%,0.251,1.14,0.283,70.10%,95,85,,3.65,3.41,0.24,,,179
1993,Jose Rijo,Reds,7.94,2.17,3.66,0.66,22.10%,6.00%,16.00%,0.226,1.09,0.277,80.70%,61,70,,2.48,2.93,-0.45,,,349
1993,Chuck Finley,Angels,6.7,2.94,2.28,0.79,17.60%,7.70%,9.90%,0.249,1.29,0.288,74.30%,73,84,,3.15,3.69,-0.54,,,384
1993,Kevin Brown,Rangers,5.48,2.86,1.92,0.54,14.20%,7.40%,6.80%,0.25,1.3,0.283,71.30%,84,86,,3.59,3.7,-0.1,,,642
1993,Terry Mulholland,Phillies,5.46,1.88,2.9,0.94,14.80%,5.10%,9.70%,0.238,1.13,0.259,72.90%,79,94,,3.25,3.81,-0.56,,,665
1993,Roger Clemens,Red Sox,7.51,3.15,2.39,0.8,19.80%,8.30%,11.50%,0.24,1.26,0.286,67.20%,99,86,,4.46,3.69,0.77,,,815
1993,Mike Mussina,Orioles,6.28,2.36,2.66,1.07,16.90%,6.40%,10.50%,0.252,1.23,0.281,69.20%,102,91,,4.46,3.98,0.47,,,837
1993,David Wells,Tigers,6.69,2.02,3.31,1.25,17.90%,5.40%,12.50%,0.252,1.2,0.279,71.10%,95,92,,4.19,4.1,0.09,,,855
1993,Pedro Astacio,Dodgers,5.89,3.28,1.79,0.68,15.70%,8.80%,7.00%,0.234,1.25,0.266,72.30%,93,97,,3.57,3.83,-0.26,,,862
1993,Jose Mesa,Indians,5.09,2.67,1.9,0.91,13.20%,6.90%,6.20%,0.28,1.41,0.306,65.90%,114,97,,4.92,4.16,0.76,,,961
1993,Andy Benes,Padres,6.98,3.36,2.08,0.9,18.50%,8.90%,9.60%,0.228,1.24,0.262,69.40%,94,94,,3.78,3.9,-0.12,,,1144
1993,Darryl Kile,Astros,7.39,3.62,2.04,0.63,19.20%,9.40%,9.80%,0.234,1.29,0.282,74.40%,91,96,,3.51,3.72,-0.21,,,1163
1993,Wilson Alvarez,White Sox,6.72,5.29,1.27,0.61,17.70%,13.90%,3.80%,0.225,1.4,0.266,79.00%,70,99,,2.95,4.24,-1.29,,,1193
1993,Kenny Rogers,Rangers,6.05,3.07,1.97,0.78,15.80%,8.00%,7.80%,0.259,1.35,0.294,68.10%,96,90,,4.1,3.85,0.26,,,1277
1993,Willie Banks,Twins,7.25,4.1,1.77,0.89,18.30%,10.30%,8.00%,0.276,1.54,0.326,72.40%,92,95,,4.04,4.09,-0.04,,,1434
1993,Hipolito Pichardo,Royals,3.82,2.89,1.32,0.55,9.70%,7.40%,2.40%,0.277,1.43,0.298,68.90%,92,94,,4.04,4,0.04,,,1472
1993,Cal Eldred,Brewers,6.28,3.17,1.98,1.12,16.60%,8.40%,8.20%,0.235,1.25,0.258,73.90%,91,102,,4.01,4.38,-0.37,,,1653
1993,David Cone,Royals,6.77,4.04,1.68,0.71,18.00%,10.80%,7.30%,0.219,1.26,0.255,75.40%,76,94,,3.33,3.97,-0.64,,,1680
1993,Steve Avery,Braves,5.04,1.73,2.91,0.56,14.00%,4.80%,9.20%,0.255,1.16,0.285,74.40%,71,79,,2.94,3.26,-0.32,,,1706
1993,Jim Abbott,Yankees,4,3.07,1.3,0.93,10.50%,8.10%,2.40%,0.266,1.37,0.279,68.40%,102,104,,4.37,4.5,-0.13,,,1000012
1993,Jack Armstrong,Marlins,5.41,3.58,1.51,1.33,13.40%,8.90%,4.60%,0.264,1.47,0.28,74.70%,112,124,,4.49,5.01,-0.51,,,1000313
1993,Rene Arocha,Cardinals,4.6,1.48,3.1,0.96,12.40%,4.00%,8.40%,0.266,1.21,0.284,70.00%,95,97,,3.78,3.89,-0.11,,,1000325
1993,Tim Belcher,- - -,5.82,3.19,1.82,0.82,15.20%,8.40%,6.90%,0.246,1.3,0.275,67.90%,108,96,,4.44,4.06,0.39,,,1000789
1993,Ricky Bones,Brewers,2.78,2.78,1,1.24,7.10%,7.10%,0.00%,0.273,1.4,0.269,67.40%,111,121,,4.86,5.2,-0.34,,,1001161
1993,Chris Bosio,Mariners,6.52,3.23,2.02,0.77,17.60%,8.70%,8.90%,0.225,1.2,0.258,69.80%,79,89,,3.45,3.83,-0.38,,,1001212
1993,Tom Candiotti,Dodgers,6.53,2.99,2.18,0.51,17.30%,7.90%,9.40%,0.234,1.23,0.275,72.60%,81,85,,3.12,3.35,-0.23,,,1001911
1993,Steve Cooke,Pirates,5.64,2.52,2.24,0.94,15.00%,6.70%,8.30%,0.252,1.26,0.278,70.50%,96,99,,3.89,3.98,-0.09,,,1002570
1993,Ron Darling,Athletics,4.8,3.64,1.32,1.11,12.00%,9.10%,2.90%,0.277,1.52,0.294,68.80%,126,113,,5.16,4.83,0.33,,,1002989
1993,Danny Darwin,Red Sox,5.1,1.92,2.65,1.22,14.20%,5.30%,8.80%,0.226,1.07,0.234,75.80%,72,100,,3.26,4.29,-1.03,,,1002996
1993,Jim Deshaies,- - -,4.15,2.78,1.49,1.27,11.00%,7.40%,3.60%,0.259,1.3,0.264,72.70%,101,115,,4.39,4.94,-0.55,,,1003228
1993,John Doherty,Tigers,3.07,2.34,1.31,0.93,8.10%,6.20%,1.90%,0.282,1.37,0.288,66.60%,101,101,,4.44,4.5,-0.07,,,1003358
1993,Doug Drabek,Astros,5.95,2.27,2.62,0.68,15.80%,6.10%,9.80%,0.261,1.27,0.297,70.40%,99,89,,3.79,3.45,0.34,,,1003473
1993,Alex Fernandez,White Sox,6.15,2.44,2.52,0.98,16.80%,6.70%,10.20%,0.237,1.16,0.264,77.70%,74,92,,3.13,3.93,-0.8,,,1003993
1993,Dave Fleming,Mariners,4.03,3.6,1.12,0.81,10.20%,9.10%,1.10%,0.285,1.53,0.303,73.90%,100,106,,4.36,4.57,-0.21,,,1004145
1993,Dwight Gooden,Mets,6.43,2.63,2.44,0.69,17.20%,7.00%,10.20%,0.236,1.19,0.273,71.70%,86,88,,3.45,3.56,-0.11,,,1004852
1993,Tommy Greene,Phillies,7.51,2.79,2.69,0.54,20.00%,7.40%,12.60%,0.228,1.18,0.276,69.90%,84,76,,3.42,3.07,0.35,,,1005013
1993,Kevin Gross,Dodgers,6.67,3.29,2.03,0.67,16.80%,8.30%,8.50%,0.276,1.47,0.323,68.40%,107,92,,4.14,3.64,0.5,,,1005088
1993,Jose Guzman,Cubs,7.68,3.49,2.2,1.18,19.90%,9.00%,10.90%,0.253,1.37,0.294,72.60%,106,102,,4.34,4.19,0.14,,,1005160
1993,Juan Guzman,Blue Jays,7.9,4.48,1.76,0.69,20.20%,11.40%,8.70%,0.248,1.45,0.304,72.30%,91,86,,3.99,3.77,0.22,,,1005162
1993,Erik Hanson,Mariners,6.82,2.51,2.72,0.71,18.20%,6.70%,11.50%,0.258,1.28,0.303,73.80%,79,79,,3.47,3.41,0.07,,,1005333
1993,Pete Harnisch,Astros,7.65,3.27,2.34,0.83,20.70%,8.80%,11.80%,0.211,1.15,0.249,75.40%,78,95,,2.98,3.65,-0.68,,,1005374
1993,Greg Harris,- - -,4.91,2.76,1.78,1.32,12.60%,7.10%,5.50%,0.266,1.37,0.277,69.90%,108,115,,4.59,4.81,-0.22,,,1005416
1993,Orel Hershiser,Dodgers,5.88,3,1.96,0.71,15.40%,7.90%,7.60%,0.241,1.27,0.272,67.90%,93,96,,3.59,3.8,-0.22,,,1005741
1993,Greg Hibbard,Cubs,3.86,2.21,1.74,0.9,10.30%,5.90%,4.40%,0.279,1.34,0.293,70.10%,97,102,,3.96,4.21,-0.25,,,1005764
1993,Ken Hill,Expos,4.41,3.63,1.22,0.34,11.50%,9.50%,2.10%,0.233,1.29,0.259,68.20%,81,96,,3.23,3.81,-0.58,,,1005827
1993,Charlie Hough,Marlins,5.55,3.13,1.77,0.88,14.40%,8.10%,6.30%,0.253,1.34,0.28,68.00%,106,104,,4.27,4.19,0.09,,,1006050
1993,Danny Jackson,Phillies,5.13,3.42,1.5,0.51,13.10%,8.70%,4.40%,0.256,1.4,0.287,68.60%,92,94,,3.77,3.79,-0.02,,,1006295
1993,Jimmy Key,Yankees,6.58,1.64,4.02,0.99,18.30%,4.50%,13.70%,0.242,1.11,0.274,79.00%,70,81,,3,3.51,-0.51,,,1006885
1993,Mark Langston,Angels,6.88,2.98,2.31,0.77,18.90%,8.20%,10.70%,0.231,1.19,0.269,74.90%,74,82,,3.2,3.58,-0.39,,,1007323
1993,Tim Leary,Mariners,3.61,3.08,1.17,1.12,9.10%,7.80%,1.30%,0.297,1.54,0.306,68.70%,115,115,,5.05,4.97,0.08,,,1007438
1993,Joe Magrane,- - -,3.4,3.18,1.07,1.04,8.80%,8.20%,0.60%,0.271,1.42,0.277,67.60%,115,119,,4.66,4.89,-0.23,,,1007973
1993,Dennis Martinez,Expos,5.53,2.56,2.16,1.08,14.60%,6.80%,7.80%,0.243,1.22,0.261,70.90%,96,109,,3.85,4.32,-0.48,,,1008161
1993,Ramon Martinez,Dodgers,5.4,4.42,1.22,0.64,13.80%,11.30%,2.50%,0.249,1.45,0.28,76.80%,89,107,,3.44,4.24,-0.8,,,1008193
1993,Ben McDonald,Orioles,6.98,3.51,1.99,0.69,18.70%,9.40%,9.30%,0.225,1.23,0.265,73.00%,78,84,,3.39,3.68,-0.29,,,1008454
1993,Jack McDowell,White Sox,5.54,2.42,2.29,0.7,14.80%,6.50%,8.30%,0.262,1.29,0.295,75.10%,80,84,,3.37,3.61,-0.25,,,1008473
1993,Mike Moore,Tigers,3.75,3.75,1,1.47,9.50%,9.50%,0.00%,0.267,1.48,0.264,68.20%,119,125,,5.22,5.58,-0.35,,,1009122
1993,Jaime Navarro,Brewers,4.79,3.07,1.56,0.88,11.90%,7.60%,4.30%,0.292,1.53,0.317,65.80%,122,102,,5.33,4.37,0.96,,,1009465
1993,Roger Pavlik,Rangers,7.09,4.33,1.64,0.97,18.40%,11.20%,7.20%,0.241,1.39,0.278,80.20%,80,102,,3.41,4.35,-0.94,,,1010087
1993,Melido Perez,Yankees,8.17,3.53,2.31,1.21,20.60%,8.90%,11.70%,0.265,1.45,0.313,65.20%,121,95,,5.19,4.12,1.07,,,1010183
1993,Mark Portugal,Astros,5.67,3.33,1.7,0.43,15.00%,8.80%,6.20%,0.244,1.3,0.281,76.60%,72,91,,2.77,3.52,-0.75,,,1010460
1993,Tim Pugh,Reds,5.15,3.23,1.59,1.04,12.70%,8.00%,4.70%,0.298,1.58,0.324,68.50%,129,109,,5.26,4.55,0.71,,,1010560
1993,Ben Rivera,Phillies,6.79,4.69,1.45,0.88,16.60%,11.50%,5.10%,0.269,1.6,0.311,68.60%,123,110,,5.02,4.43,0.59,,,1010999
1993,Scott Sanderson,- - -,4.99,1.66,3,1.32,13.10%,4.40%,8.80%,0.273,1.28,0.286,70.90%,100,104,,4.21,4.44,-0.23,,,1011422
1993,Dave Stewart,Blue Jays,5.33,4,1.33,1.28,14.00%,10.50%,3.50%,0.239,1.35,0.25,71.70%,101,115,,4.44,5.06,-0.61,,,1012519
1993,Rick Sutcliffe,Orioles,4.34,4.01,1.08,1.25,10.50%,9.70%,0.80%,0.31,1.72,0.326,69.30%,132,120,,5.75,5.27,0.48,,,1012734
1993,Bill Swift,Giants,6.07,2.13,2.85,0.7,16.90%,5.90%,11.00%,0.225,1.07,0.256,75.40%,73,85,,2.82,3.43,-0.61,,,1012788
1993,Frank Tanana,- - -,5.15,2.44,2.11,1.24,13.30%,6.30%,7.00%,0.267,1.34,0.283,70.60%,108,113,,4.35,4.59,-0.24,,,1012818
