Season,Name,Team,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA-,FIP-,xFIP-,ERA,FIP,E-F,xFIP,SIERA,playerid
2011,Colby Lewis,Rangers,7.59,2.52,3.02,1.57,20.10%,6.70%,13.50%,0.241,1.21,0.265,73.00%,102,108,101,4.4,4.54,-0.14,4.1,3.87,1259
2011,Chris Carpenter,Cardinals,7.24,2.09,3.47,0.61,19.20%,5.50%,13.70%,0.26,1.26,0.312,73.20%,93,81,86,3.45,3.06,0.39,3.31,3.49,1292
2011,Roy Halladay,Phillies,8.47,1.35,6.29,0.39,23.60%,3.80%,19.80%,0.233,1.04,0.298,78.10%,61,56,70,2.35,2.2,0.15,2.71,2.78,1303
2011,Aaron Harang,Padres,6.54,3.06,2.14,1.05,17.30%,8.10%,9.20%,0.266,1.37,0.302,78.40%,103,112,109,3.64,4.17,-0.53,4.21,4.24,1451
2011,Cliff Lee,Phillies,9.21,1.62,5.67,0.7,25.90%,4.60%,21.30%,0.226,1.03,0.291,81.40%,62,66,69,2.4,2.6,-0.21,2.68,2.71,1636
2011,Chris Capuano,Mets,8.13,2.56,3.17,1.31,21.00%,6.60%,14.30%,0.266,1.35,0.311,72.00%,123,107,95,4.55,4.04,0.51,3.67,3.59,1701
2011,Dan Haren,Angels,7.25,1.25,5.82,0.76,20.20%,3.50%,16.70%,0.231,1.02,0.272,71.50%,81,76,82,3.17,2.98,0.19,3.29,3.33,1757
2011,Edwin Jackson,- - -,6.67,2.79,2.39,0.72,17.20%,7.20%,10.00%,0.282,1.44,0.33,73.90%,94,89,94,3.79,3.55,0.24,3.73,4,1841
2011,Zack Greinke,Brewers,10.54,2.36,4.47,1,28.10%,6.30%,21.80%,0.242,1.2,0.318,69.80%,99,75,66,3.83,2.98,0.85,2.56,2.65,1943
2011,Ivan Nova,Yankees,5.33,3.1,1.72,0.71,13.90%,8.10%,5.80%,0.254,1.33,0.283,73.20%,88,95,103,3.7,4.01,-0.3,4.16,4.28,1994
2011,Clayton Kershaw,Dodgers,9.57,2.08,4.59,0.58,27.20%,5.90%,21.30%,0.204,0.98,0.269,78.60%,62,65,74,2.28,2.47,-0.19,2.84,2.8,2036
2011,Justin Masterson,Indians,6.58,2.71,2.43,0.46,17.40%,7.20%,10.20%,0.254,1.28,0.302,72.90%,82,83,90,3.21,3.28,-0.07,3.64,3.68,2038
2011,Jeremy Guthrie,Orioles,5.62,2.86,1.97,1.12,14.60%,7.40%,7.20%,0.262,1.34,0.284,69.60%,103,106,110,4.33,4.48,-0.16,4.47,4.49,2072
2011,Wandy Rodriguez,Astros,7.82,3.25,2.41,1.18,20.50%,8.50%,12.00%,0.248,1.31,0.289,79.20%,92,106,97,3.49,4.15,-0.66,3.72,3.8,2586
2011,Jhoulys Chacin,Rockies,6.96,4.04,1.72,0.93,18.10%,10.50%,7.60%,0.228,1.31,0.261,74.50%,82,103,103,3.62,4.23,-0.61,3.95,4.07,2608
2011,Rick Porcello,Tigers,5.14,2.27,2.26,0.89,13.30%,5.90%,7.40%,0.288,1.41,0.316,67.40%,114,100,99,4.75,4.06,0.69,4.02,4.13,2717
2011,Max Scherzer,Tigers,8.03,2.58,3.11,1.34,20.90%,6.70%,14.20%,0.269,1.35,0.314,73.70%,106,102,91,4.43,4.14,0.29,3.7,3.62,3137
2011,David Price,Rays,8.75,2.53,3.46,0.88,23.80%,6.90%,16.90%,0.227,1.14,0.281,73.30%,90,84,82,3.49,3.32,0.17,3.32,3.26,3184
2011,Ervin Santana,Angels,7.01,2.83,2.47,1.02,18.80%,7.60%,11.20%,0.238,1.22,0.272,76.60%,86,101,97,3.38,4,-0.61,3.93,3.94,3200
2011,Roberto Hernandez,Indians,5.2,2.86,1.82,1.05,13.10%,7.20%,5.90%,0.27,1.4,0.291,62.10%,133,115,103,5.25,4.56,0.68,4.17,4.17,3273
2011,Hiroki Kuroda,Dodgers,7.17,2.18,3.29,1.07,19.20%,5.90%,13.40%,0.25,1.21,0.287,79.90%,84,99,92,3.07,3.78,-0.7,3.56,3.65,3283
2011,Anibal Sanchez,Marlins,9.26,2.93,3.16,0.92,24.30%,7.70%,16.60%,0.246,1.28,0.31,75.00%,95,88,84,3.67,3.35,0.32,3.25,3.28,3284
2011,Matt Garza,Cubs,8.95,2.86,3.13,0.64,23.50%,7.50%,16.00%,0.241,1.26,0.306,69.70%,84,76,83,3.32,2.95,0.36,3.19,3.31,3340
2011,Ubaldo Jimenez,- - -,8.6,3.73,2.31,0.81,21.90%,9.50%,12.40%,0.253,1.4,0.314,65.00%,111,91,95,4.68,3.67,1.01,3.71,3.73,3374
2011,Ricky Romero,Blue Jays,7.12,3.2,2.23,1.04,19.40%,8.70%,10.70%,0.214,1.14,0.242,79.20%,70,102,94,2.92,4.2,-1.28,3.8,3.77,3403
2011,C.J. Wilson,Rangers,8.3,2.98,2.78,0.64,22.50%,8.10%,14.40%,0.23,1.19,0.287,73.60%,68,78,84,2.94,3.24,-0.3,3.41,3.44,3580
2011,Mat Latos,Padres,8.57,2.87,2.98,0.74,23.20%,7.80%,15.40%,0.228,1.18,0.284,71.40%,99,85,91,3.47,3.16,0.31,3.52,3.47,3815
2011,Ricky Nolasco,Marlins,6.47,1.92,3.36,0.87,16.60%,4.90%,11.70%,0.289,1.4,0.331,66.20%,121,93,92,4.67,3.54,1.14,3.55,3.78,3830
2011,Gavin Floyd,White Sox,7.02,2.09,3.36,1.02,18.90%,5.60%,13.30%,0.243,1.16,0.278,67.70%,103,90,92,4.37,3.81,0.56,3.73,3.69,3886
2011,Derek Holland,Rangers,7.36,3.05,2.42,1,19.20%,8.00%,11.30%,0.261,1.35,0.305,72.80%,91,94,93,3.95,3.94,0.02,3.76,3.85,4141
2011,Jered Weaver,Angels,7.56,2.14,3.54,0.76,21.40%,6.10%,15.30%,0.21,1.01,0.25,82.60%,61,81,94,2.41,3.2,-0.79,3.8,3.66,4235
2011,Joe Saunders,Diamondbacks,4.58,2.84,1.61,1.23,12.40%,7.70%,4.70%,0.261,1.31,0.271,77.70%,93,123,114,3.69,4.78,-1.08,4.38,4.7,4366
2011,Jeremy Hellickson,Rays,5.57,3.43,1.63,1,15.10%,9.30%,5.80%,0.209,1.15,0.223,82.00%,76,112,116,2.95,4.44,-1.49,4.72,4.77,4371
2011,Jordan Zimmermann,Nationals,6.92,1.73,4,0.67,18.70%,4.70%,14.10%,0.247,1.15,0.291,74.20%,83,82,98,3.18,3.16,0.02,3.78,3.69,4505
2011,Jason Hammel,Rockies,4.97,3.59,1.38,1.11,12.70%,9.20%,3.50%,0.263,1.43,0.28,67.90%,108,118,121,4.76,4.83,-0.07,4.65,4.84,4538
2011,Brandon McCarthy,Athletics,6.49,1.32,4.92,0.58,17.80%,3.60%,14.20%,0.253,1.13,0.296,67.60%,84,73,82,3.32,2.86,0.46,3.3,3.48,4662
2011,Charlie Morton,Pirates,5.77,4.04,1.43,0.31,14.30%,10.00%,4.30%,0.274,1.53,0.32,72.50%,103,100,106,3.83,3.77,0.06,4.08,4.15,4676
2011,Jeff Francis,Royals,4.48,1.92,2.33,0.93,11.30%,4.90%,6.50%,0.295,1.44,0.316,68.80%,116,102,106,4.82,4.1,0.72,4.29,4.45,4684
2011,Matt Cain,Giants,7.27,2.56,2.84,0.37,19.70%,7.00%,12.80%,0.212,1.08,0.26,70.60%,80,79,98,2.88,2.91,-0.03,3.78,3.77,4732
2011,Felix Hernandez,Mariners,8.55,2.58,3.31,0.73,23.00%,7.00%,16.10%,0.245,1.22,0.307,72.70%,91,80,78,3.47,3.13,0.33,3.15,3.21,4772
2011,Jon Lester,Red Sox,8.55,3.52,2.43,0.94,22.80%,9.40%,13.40%,0.233,1.26,0.286,78.10%,82,97,90,3.47,3.83,-0.35,3.62,3.58,4930
2011,Cole Hamels,Phillies,8.08,1.83,4.41,0.79,22.80%,5.20%,17.70%,0.211,0.99,0.255,78.40%,73,78,78,2.79,3.05,-0.26,3.02,3.02,4972
2011,Mike Pelfrey,Mets,4.88,3.02,1.62,0.98,12.20%,7.60%,4.70%,0.279,1.47,0.301,68.90%,128,118,118,4.74,4.47,0.27,4.55,4.69,5203
2011,Michael Pineda,Mariners,9.11,2.89,3.15,0.95,24.90%,7.90%,17.00%,0.209,1.1,0.258,69.70%,98,88,87,3.74,3.42,0.31,3.53,3.35,5372
2011,James McDonald,Pirates,7.47,4.11,1.82,1.26,18.80%,10.30%,8.50%,0.263,1.49,0.302,77.00%,113,125,116,4.21,4.68,-0.47,4.46,4.34,5523
2011,Madison Bumgarner,Giants,8.4,2.02,4.15,0.53,22.60%,5.50%,17.20%,0.255,1.21,0.322,72.40%,89,72,80,3.21,2.67,0.54,3.1,3.17,5524
2011,Matt Harrison,Rangers,6.11,2.76,2.21,0.63,16.30%,7.40%,8.90%,0.252,1.28,0.29,72.30%,78,84,95,3.39,3.52,-0.12,3.85,4.08,5551
2011,Tim Lincecum,Giants,9.12,3.57,2.56,0.62,24.40%,9.60%,14.90%,0.218,1.21,0.281,78.50%,76,86,87,2.74,3.17,-0.43,3.36,3.45,5705
2011,Chad Billingsley,Dodgers,7.28,4.02,1.81,0.67,18.30%,10.10%,8.20%,0.256,1.45,0.306,69.90%,116,101,107,4.21,3.83,0.38,4.14,4.25,5842
2011,Jeff Karstens,Pirates,5.32,1.83,2.91,1.22,14.40%,4.90%,9.40%,0.258,1.21,0.275,77.40%,91,114,104,3.38,4.29,-0.91,4,4.1,5879
2011,Shaun Marcum,Brewers,7.09,2.56,2.77,0.99,19.20%,6.90%,12.30%,0.228,1.16,0.261,73.60%,91,94,101,3.54,3.73,-0.18,3.89,3.9,6204
2011,Trevor Cahill,Athletics,6.37,3.55,1.79,0.82,16.30%,9.10%,7.20%,0.264,1.43,0.302,72.80%,105,104,96,4.16,4.1,0.06,3.9,4.01,6249
2011,John Danks,White Sox,7.13,2.43,2.93,1,18.50%,6.30%,12.20%,0.27,1.34,0.313,70.10%,102,90,94,4.33,3.82,0.51,3.79,3.8,6329
2011,Tim Stauffer,Padres,6.2,2.57,2.42,0.97,16.50%,6.80%,9.70%,0.251,1.25,0.282,75.10%,106,109,96,3.73,4.03,-0.3,3.71,3.85,6432
2011,Luke Hochevar,Royals,5.82,2.82,2.06,1.05,15.30%,7.40%,7.90%,0.251,1.28,0.275,66.00%,113,107,100,4.68,4.29,0.39,4.05,4.16,6943
2011,Ian Kennedy,Diamondbacks,8.03,2.23,3.6,0.77,22.00%,6.10%,15.90%,0.222,1.09,0.27,79.20%,72,83,91,2.88,3.22,-0.34,3.5,3.44,6986
2011,James Shields,Rays,8.12,2.35,3.46,0.94,23.10%,6.70%,16.40%,0.215,1.04,0.258,79.60%,73,86,80,2.82,3.42,-0.6,3.25,3.28,7059
2011,John Lannan,Nationals,5.17,3.7,1.39,0.73,13.10%,9.40%,3.70%,0.268,1.46,0.296,73.10%,97,112,110,3.7,4.28,-0.58,4.24,4.46,7080
2011,Daniel Hudson,Diamondbacks,6.85,2.03,3.38,0.69,18.40%,5.40%,12.90%,0.251,1.2,0.295,70.50%,87,84,98,3.49,3.28,0.2,3.79,3.77,7146
2011,Wade Davis,Rays,5.14,3.08,1.67,1.13,13.20%,7.90%,5.30%,0.262,1.38,0.28,72.10%,115,118,119,4.45,4.67,-0.22,4.82,4.82,7441
2011,Gio Gonzalez,Athletics,8.78,4.05,2.16,0.76,22.80%,10.50%,12.30%,0.229,1.32,0.287,77.10%,79,92,92,3.12,3.64,-0.52,3.73,3.77,7448
2011,Jason Vargas,Mariners,5.87,2.64,2.22,0.99,15.30%,6.90%,8.40%,0.258,1.31,0.285,68.70%,111,105,110,4.25,4.09,0.17,4.45,4.43,8044
2011,Jaime Garcia,Cardinals,7.21,2.31,3.12,0.69,18.90%,6.10%,12.80%,0.267,1.32,0.318,66.80%,96,86,86,3.56,3.23,0.33,3.31,3.43,8137
2011,Yovani Gallardo,Brewers,8.99,2.56,3.51,1.17,23.90%,6.80%,17.10%,0.24,1.22,0.291,74.80%,91,90,83,3.52,3.59,-0.07,3.19,3.21,8173
2011,Philip Humber,White Sox,6.4,2.26,2.83,0.77,17.20%,6.10%,11.10%,0.24,1.18,0.275,71.20%,89,85,95,3.75,3.58,0.17,3.86,3.88,8586
2011,Paul Maholm,Pirates,5.38,2.77,1.94,0.61,14.10%,7.30%,6.80%,0.254,1.29,0.286,72.10%,99,101,105,3.66,3.78,-0.12,4.03,4.21,8678
2011,Justin Verlander,Tigers,8.96,2.04,4.39,0.86,25.80%,5.90%,19.90%,0.191,0.92,0.236,80.30%,58,74,77,2.4,2.99,-0.59,3.12,2.98,8700
2011,Brandon Morrow,Blue Jays,10.19,3.46,2.94,1.05,26.10%,8.90%,17.30%,0.233,1.29,0.299,65.50%,113,88,87,4.72,3.64,1.08,3.53,3.3,9346
2011,Josh Tomlin,Indians,4.84,1.14,4.24,1.31,13.40%,3.20%,10.30%,0.246,1.08,0.253,68.50%,108,107,100,4.25,4.27,-0.03,4.03,4.22,9388
2011,Doug Fister,- - -,6.07,1.54,3.95,0.46,16.70%,4.20%,12.50%,0.234,1.06,0.272,73.30%,73,77,89,2.83,3.02,-0.19,3.61,3.66,9425
2011,Bud Norris,Astros,8.52,3.39,2.51,1.16,22.10%,8.80%,13.30%,0.246,1.33,0.294,72.80%,100,103,97,3.77,4.02,-0.25,3.73,3.72,9492
2011,Chris Volstad,Marlins,6.36,2.66,2.39,1.25,16.30%,6.80%,9.50%,0.28,1.42,0.31,68.90%,126,114,94,4.89,4.32,0.57,3.64,3.83,9901
2011,Mike Leake,Reds,6.33,2.04,3.11,1.23,17.00%,5.50%,11.50%,0.246,1.17,0.269,75.80%,100,107,95,3.86,4.22,-0.36,3.68,3.75,10130
2011,Alexi Ogando,Rangers,6.71,2.29,2.93,0.85,18.20%,6.20%,12.00%,0.232,1.14,0.265,71.40%,81,87,97,3.51,3.65,-0.14,3.94,3.93,10261
2012,Mark Buehrle,Marlins,5.56,1.78,3.13,1.16,15.10%,4.80%,10.30%,0.251,1.17,0.27,74.80%,96,110,107,3.74,4.18,-0.45,4.17,4.36,225
2012,CC Sabathia,Yankees,8.87,1.98,4.48,0.99,23.70%,5.30%,18.40%,0.236,1.14,0.288,71.60%,80,78,77,3.38,3.33,0.04,3.2,3.25,404
2012,Jake Westbrook,Cardinals,5.46,2.68,2.04,0.62,14.10%,6.90%,7.20%,0.276,1.39,0.312,70.90%,102,99,100,3.97,3.8,0.16,3.92,4.02,412
2012,Josh Beckett,- - -,6.97,2.75,2.54,1.11,18.10%,7.10%,11.00%,0.259,1.33,0.294,69.40%,111,103,103,4.65,4.15,0.5,4.22,4.23,510
2012,A.J. Burnett,Pirates,8.01,2.76,2.9,0.8,21.20%,7.30%,13.90%,0.242,1.24,0.294,74.10%,92,93,87,3.51,3.52,-0.01,3.4,3.48,512
2012,Ryan Dempster,- - -,7.96,2.71,2.94,0.99,21.30%,7.30%,14.10%,0.234,1.2,0.277,75.70%,81,91,94,3.38,3.69,-0.31,3.77,3.84,517
2012,Kyle Lohse,Cardinals,6.1,1.62,3.76,0.81,16.60%,4.40%,12.20%,0.234,1.09,0.262,77.20%,74,91,101,2.86,3.51,-0.65,3.96,4.13,739
2012,Bruce Chen,Royals,6.57,2.21,2.98,1.55,16.90%,5.70%,11.30%,0.278,1.37,0.304,69.70%,123,116,112,5.07,4.73,0.34,4.62,4.41,769
2012,Tim Hudson,Braves,5.13,2.41,2.13,0.6,13.60%,6.40%,7.20%,0.243,1.21,0.27,71.10%,92,99,105,3.62,3.78,-0.16,4.1,4.21,921
2012,Barry Zito,Giants,5.57,3.42,1.63,0.98,14.30%,8.80%,5.50%,0.257,1.39,0.281,73.00%,113,121,126,4.15,4.49,-0.34,4.92,4.96,944
2012,Bronson Arroyo,Reds,5.75,1.56,3.69,1.16,15.50%,4.20%,11.30%,0.263,1.21,0.286,76.70%,94,101,107,3.74,4.08,-0.34,4.19,4.26,978
2012,Ryan Vogelsong,Giants,7.5,2.94,2.55,0.81,20.10%,7.90%,12.20%,0.238,1.23,0.284,76.00%,92,100,106,3.37,3.7,-0.33,4.15,4.09,1011
2012,Jake Peavy,White Sox,7.97,2.01,3.96,1.11,22.00%,5.60%,16.40%,0.232,1.1,0.272,76.30%,80,87,97,3.37,3.73,-0.36,3.99,3.71,1051
2012,R.A. Dickey,Mets,8.86,2.08,4.26,0.92,24.80%,5.80%,19.00%,0.222,1.05,0.275,80.00%,73,84,84,2.73,3.27,-0.54,3.27,3.25,1245
2012,Aaron Harang,Dodgers,6.56,4.26,1.54,0.7,16.70%,10.80%,5.90%,0.24,1.4,0.277,72.30%,95,106,126,3.61,4.14,-0.53,4.95,4.94,1451
2012,Cliff Lee,Phillies,8.83,1.19,7.39,1.11,24.40%,3.30%,21.10%,0.253,1.11,0.309,78.60%,80,79,79,3.16,3.13,0.02,3.06,3.07,1636
2012,Chris Capuano,Dodgers,7.35,2.45,3,1.13,19.80%,6.60%,13.20%,0.247,1.22,0.284,73.20%,98,101,102,3.72,3.95,-0.23,3.97,4,1701
2012,Dan Haren,Angels,7.23,1.94,3.74,1.43,19.00%,5.10%,13.90%,0.269,1.29,0.302,70.90%,112,107,97,4.33,4.24,0.09,4,3.95,1757
2012,Kevin Correia,Pirates,4.68,2.42,1.93,1.05,12.20%,6.30%,5.90%,0.259,1.3,0.274,69.00%,110,117,111,4.21,4.43,-0.22,4.34,4.55,1767
2012,Edwin Jackson,Nationals,7.97,2.75,2.9,1.09,21.30%,7.30%,13.90%,0.237,1.22,0.278,71.20%,102,100,97,4.03,3.85,0.18,3.79,3.82,1841
2012,Matt Moore,Rays,8.88,4.11,2.16,0.91,23.10%,10.70%,12.40%,0.235,1.35,0.293,72.90%,98,97,105,3.81,3.93,-0.12,4.35,4.15,1890
2012,Zack Greinke,- - -,8.48,2.29,3.7,0.76,23.00%,6.20%,16.80%,0.246,1.2,0.306,74.50%,87,77,80,3.48,3.1,0.37,3.22,3.38,1943
2012,Ivan Nova,Yankees,8.08,2.96,2.73,1.48,20.50%,7.50%,13.00%,0.284,1.47,0.331,72.50%,119,107,95,5.02,4.6,0.42,3.92,3.91,1994
2012,Clayton Kershaw,Dodgers,9.05,2.49,3.63,0.63,25.40%,7.00%,18.40%,0.204,1.02,0.262,77.90%,67,74,83,2.53,2.89,-0.36,3.25,3.31,2036
2012,Justin Masterson,Indians,6.94,3.84,1.81,0.79,17.60%,9.70%,7.80%,0.263,1.45,0.309,66.40%,124,101,100,4.93,4.16,0.77,4.15,4.24,2038
2012,Jeremy Guthrie,- - -,5,2.48,2.02,1.49,12.80%,6.40%,6.50%,0.283,1.41,0.294,70.00%,107,122,118,4.76,5.1,-0.35,4.75,4.8,2072
2012,Adam Wainwright,Cardinals,8.34,2.36,3.54,0.68,22.10%,6.30%,15.90%,0.254,1.25,0.315,67.80%,102,81,83,3.94,3.1,0.84,3.23,3.41,2233
2012,Lance Lynn,Cardinals,9.2,3.27,2.81,0.82,24.20%,8.60%,15.60%,0.251,1.32,0.321,75.60%,98,91,92,3.78,3.49,0.29,3.6,3.64,2520
2012,Wandy Rodriguez,- - -,6.08,2.45,2.48,0.92,15.90%,6.40%,9.50%,0.251,1.27,0.28,70.30%,97,101,105,3.76,3.93,-0.17,4.09,4.25,2586
2012,Rick Porcello,Tigers,5.46,2.25,2.43,0.82,13.70%,5.60%,8.10%,0.308,1.53,0.344,69.00%,110,94,94,4.59,3.91,0.68,3.89,4.07,2717
2012,Ross Detwiler,Nationals,5.75,2.85,2.02,0.82,15.30%,7.60%,7.70%,0.237,1.22,0.263,70.80%,86,105,111,3.4,4.04,-0.65,4.34,4.42,2859
2012,Luis Mendoza,Royals,5.64,3.2,1.76,0.81,14.70%,8.30%,6.40%,0.275,1.42,0.31,72.00%,102,105,106,4.23,4.28,-0.05,4.36,4.44,3126
2012,Max Scherzer,Tigers,11.08,2.88,3.85,1.1,29.40%,7.60%,21.70%,0.248,1.27,0.333,76.50%,90,78,78,3.74,3.27,0.48,3.23,3.07,3137
2012,David Price,Rays,8.74,2.52,3.47,0.68,24.50%,7.10%,17.50%,0.224,1.1,0.285,81.10%,66,75,75,2.56,3.05,-0.49,3.12,3.23,3184
2012,Ervin Santana,Angels,6.72,3.08,2.18,1.97,17.40%,8.00%,9.40%,0.238,1.27,0.241,69.80%,133,142,108,5.16,5.63,-0.47,4.48,4.42,3200
2012,Jeff Samardzija,Cubs,9.27,2.89,3.21,1.03,24.90%,7.80%,17.20%,0.237,1.22,0.296,73.00%,95,91,87,3.81,3.55,0.26,3.38,3.47,3254
2012,Hiroki Kuroda,Yankees,6.84,2.09,3.27,1.02,18.70%,5.70%,13.00%,0.246,1.17,0.281,77.70%,79,90,89,3.32,3.86,-0.54,3.67,3.73,3283
2012,Anibal Sanchez,- - -,7.68,2.21,3.48,0.92,20.40%,5.90%,14.50%,0.261,1.27,0.31,70.20%,97,90,90,3.86,3.53,0.33,3.6,3.71,3284
2012,Ubaldo Jimenez,Indians,7.28,4.84,1.51,1.27,17.80%,11.80%,6.00%,0.271,1.61,0.309,68.60%,136,123,121,5.4,5.06,0.34,4.98,4.92,3374
2012,Ricky Romero,Blue Jays,6.17,5.22,1.18,1.04,15.00%,12.70%,2.30%,0.277,1.67,0.311,67.40%,137,122,118,5.77,5.14,0.63,4.86,5.05,3403
2012,Clay Buchholz,Red Sox,6.13,3.04,2.02,1.19,16.10%,8.00%,8.10%,0.258,1.33,0.283,69.70%,107,115,107,4.56,4.65,-0.09,4.43,4.46,3543
2012,Clayton Richard,Padres,4.4,1.73,2.55,1.28,11.80%,4.60%,7.10%,0.265,1.23,0.272,71.40%,110,122,106,3.99,4.62,-0.63,4.16,4.3,3551
2012,C.J. Wilson,Angels,7.7,4.05,1.9,0.85,20.00%,10.50%,9.50%,0.236,1.34,0.281,70.00%,99,101,99,3.83,4.04,-0.22,4.1,4.26,3580
2012,Mat Latos,Reds,7.95,2.75,2.89,1.07,21.60%,7.50%,14.10%,0.227,1.16,0.266,75.50%,87,96,97,3.48,3.85,-0.37,3.79,3.82,3815
2012,Ricky Nolasco,Marlins,5.89,2.21,2.66,0.85,15.00%,5.70%,9.40%,0.275,1.37,0.309,69.30%,115,102,107,4.48,3.87,0.6,4.17,4.31,3830
2012,Gavin Floyd,White Sox,7.71,3.38,2.29,1.18,19.90%,8.70%,11.20%,0.257,1.36,0.299,74.90%,101,104,103,4.29,4.46,-0.17,4.26,4.14,3886
2012,Edinson Volquez,Padres,8.57,5.17,1.66,0.69,21.70%,13.10%,8.60%,0.233,1.45,0.292,73.10%,114,108,107,4.14,4.06,0.08,4.2,4.44,3990
2012,Derek Holland,Rangers,7.44,2.67,2.79,1.64,19.90%,7.10%,12.70%,0.24,1.22,0.261,67.90%,108,112,100,4.67,4.75,-0.08,4.14,4.03,4141
2012,Jered Weaver,Angels,6.77,2.15,3.16,0.95,19.20%,6.10%,13.10%,0.213,1.02,0.241,79.20%,73,94,101,2.81,3.75,-0.93,4.18,4.09,4235
2012,Joe Saunders,- - -,5.77,2.01,2.87,1.08,15.00%,5.20%,9.80%,0.277,1.34,0.305,71.60%,99,102,107,4.07,4.08,-0.01,4.25,4.37,4366
2012,Jeremy Hellickson,Rays,6.31,3,2.1,1.27,16.70%,8.00%,8.80%,0.24,1.25,0.261,82.70%,80,113,107,3.1,4.6,-1.5,4.44,4.51,4371
2012,Jon Niese,Mets,7.33,2.32,3.16,1.04,19.70%,6.20%,13.50%,0.237,1.17,0.272,76.50%,90,97,93,3.4,3.8,-0.4,3.64,3.78,4424
2012,Jordan Zimmermann,Nationals,7.04,1.98,3.56,0.83,19.00%,5.30%,13.70%,0.247,1.17,0.288,79.30%,74,91,97,2.94,3.51,-0.56,3.78,3.87,4505
2012,Josh Johnson,Marlins,7.76,3.06,2.54,0.66,20.70%,8.20%,12.50%,0.247,1.28,0.302,71.90%,98,90,95,3.81,3.4,0.41,3.73,3.93,4567
2012,Matt Cain,Giants,7.92,2.09,3.78,0.86,22.00%,5.80%,16.20%,0.217,1.04,0.259,79.00%,76,92,98,2.79,3.4,-0.61,3.82,3.69,4732
2012,Felix Hernandez,Mariners,8.65,2.17,3.98,0.54,23.80%,6.00%,17.80%,0.24,1.14,0.308,75.00%,80,71,77,3.06,2.84,0.23,3.2,3.28,4772
2012,Joe Blanton,- - -,7.82,1.6,4.88,1.37,20.60%,4.20%,16.40%,0.269,1.26,0.31,67.90%,121,99,87,4.71,3.91,0.8,3.39,3.53,4849
2012,Jarrod Parker,Athletics,6.95,3.13,2.22,0.55,18.60%,8.40%,10.30%,0.242,1.26,0.29,74.30%,87,85,95,3.47,3.43,0.04,3.95,4.22,4913
2012,Jon Lester,Red Sox,7.28,2.98,2.44,1.1,19.00%,7.80%,11.20%,0.269,1.38,0.312,67.60%,113,102,92,4.82,4.11,0.71,3.82,4.01,4930
2012,Cole Hamels,Phillies,9.03,2.17,4.15,1,24.90%,6.00%,18.90%,0.234,1.12,0.29,78.10%,77,83,83,3.05,3.3,-0.25,3.23,3.29,4972
2012,Scott Diamond,Twins,4.68,1.61,2.9,0.88,12.60%,4.30%,8.30%,0.271,1.24,0.292,73.30%,86,96,95,3.54,3.94,-0.4,3.93,4.11,5089
2012,James McDonald,Pirates,7.95,3.63,2.19,1.11,21.20%,9.70%,11.50%,0.23,1.26,0.269,70.80%,109,111,107,4.21,4.21,0,4.21,4.21,5523
2012,Madison Bumgarner,Giants,8.25,2.12,3.9,0.99,22.50%,5.80%,16.70%,0.231,1.11,0.276,73.50%,92,94,88,3.37,3.5,-0.13,3.45,3.46,5524
2012,Matt Harrison,Rangers,5.61,2.49,2.25,0.93,15.20%,6.70%,8.50%,0.257,1.26,0.284,78.60%,76,95,100,3.29,4.03,-0.74,4.13,4.35,5551
2012,Henderson Alvarez,Blue Jays,3.8,2.59,1.46,1.39,9.80%,6.70%,3.10%,0.288,1.44,0.291,70.10%,115,123,107,4.85,5.18,-0.32,4.42,4.59,5669
2012,Tim Lincecum,Giants,9.19,4.35,2.11,1.11,23.00%,10.90%,12.10%,0.25,1.47,0.309,67.80%,141,112,98,5.18,4.18,1,3.81,4.05,5705
2012,Trevor Cahill,Diamondbacks,7.02,3.33,2.11,0.72,18.60%,8.80%,9.80%,0.244,1.29,0.289,71.40%,92,98,96,3.78,3.85,-0.07,3.76,3.84,6249
2012,Johnny Cueto,Reds,7.05,2.03,3.47,0.62,19.10%,5.50%,13.60%,0.248,1.17,0.296,78.80%,69,81,93,2.78,3.27,-0.49,3.65,3.73,6893
2012,Luke Hochevar,Royals,6.99,2.96,2.36,1.31,18.00%,7.60%,10.40%,0.278,1.42,0.315,62.60%,139,113,105,5.73,4.63,1.1,4.32,4.28,6943
2012,Ian Kennedy,Diamondbacks,8.08,2.38,3.4,1.21,20.80%,6.10%,14.70%,0.26,1.3,0.306,74.90%,98,103,105,4.02,4.04,-0.02,4.13,3.88,6986
2012,James Shields,Rays,8.82,2.29,3.84,0.99,23.60%,6.10%,17.50%,0.238,1.17,0.292,71.90%,91,85,78,3.52,3.47,0.05,3.24,3.26,7059
2012,Gio Gonzalez,Nationals,9.35,3.43,2.72,0.41,25.20%,9.30%,15.90%,0.201,1.13,0.267,74.10%,73,74,87,2.89,2.82,0.07,3.38,3.56,7448
2012,Phil Hughes,Yankees,7.76,2.16,3.59,1.65,20.30%,5.60%,14.60%,0.257,1.26,0.286,73.90%,100,107,105,4.19,4.56,-0.38,4.35,4.02,7450
2012,Lucas Harrell,Astros,6.51,3.62,1.79,0.6,16.90%,9.40%,7.50%,0.247,1.36,0.289,70.80%,95,94,99,3.76,3.75,0.02,3.89,4.15,7541
